id,date,user,pc,url
HTTP-100051,2024-03-01 11:43:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100052,2024-03-01 13:33:00,USER_PEER_CHARLIE,PC-CHA-01,http://internal-portal.corp/page
HTTP-100059,2024-03-01 09:50:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100060,2024-03-01 12:28:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100061,2024-03-01 09:58:00,USER_PEER_DIANA,PC-DIA-01,http://github.com/page
HTTP-100062,2024-03-01 14:57:00,USER_PEER_DIANA,PC-DIA-01,http://github.com/page
HTTP-100063,2024-03-01 09:14:00,USER_PEER_DIANA,PC-DIA-01,http://github.com/page
HTTP-100064,2024-03-01 11:29:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100065,2024-03-01 11:34:00,USER_PEER_DIANA,PC-DIA-01,http://github.com/page
HTTP-100072,2024-03-01 10:32:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100073,2024-03-01 12:16:00,USER_PEER_EDWARD,PC-EDW-01,http://google.com/page
HTTP-100074,2024-03-01 15:34:00,USER_PEER_EDWARD,PC-EDW-01,http://google.com/page
HTTP-100075,2024-03-01 12:17:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100076,2024-03-01 11:35:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100077,2024-03-01 12:40:00,USER_PEER_EDWARD,PC-EDW-01,http://wikipedia.org/page
HTTP-100078,2024-03-01 15:40:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100079,2024-03-01 10:56:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100080,2024-03-01 15:58:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100087,2024-03-04 15:21:00,USER_BENIGN_ALICE,PC-ALI-01,http://docs.python.org/page
HTTP-100088,2024-03-04 13:42:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100089,2024-03-04 14:43:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100090,2024-03-04 15:19:00,USER_BENIGN_ALICE,PC-ALI-01,http://github.com/page
HTTP-100091,2024-03-04 10:51:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100092,2024-03-04 09:15:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100093,2024-03-04 09:19:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100094,2024-03-04 13:37:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100095,2024-03-04 15:27:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100096,2024-03-04 12:10:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100097,2024-03-04 09:19:00,USER_BENIGN_ALICE,PC-ALI-01,http://internal-portal.corp/page
HTTP-100103,2024-03-04 14:43:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100104,2024-03-04 09:53:00,USER_INSIDER_MALORY,PC-MAL-01,http://github.com/page
HTTP-100105,2024-03-04 12:22:00,USER_INSIDER_MALORY,PC-MAL-01,http://google.com/page
HTTP-100106,2024-03-04 10:40:00,USER_INSIDER_MALORY,PC-MAL-01,http://docs.python.org/page
HTTP-100107,2024-03-04 12:42:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100108,2024-03-04 10:58:00,USER_INSIDER_MALORY,PC-MAL-01,http://google.com/page
HTTP-100109,2024-03-04 14:32:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100110,2024-03-04 14:27:00,USER_INSIDER_MALORY,PC-MAL-01,http://internal-portal.corp/page
HTTP-100118,2024-03-04 11:56:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100119,2024-03-04 12:10:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100120,2024-03-04 09:38:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100121,2024-03-04 12:51:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100122,2024-03-04 11:51:00,USER_INSIDER_BOB,PC-BOB-01,http://stackoverflow.com/page
HTTP-100123,2024-03-04 09:58:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100124,2024-03-04 12:56:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100125,2024-03-04 14:32:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100126,2024-03-04 10:42:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100127,2024-03-04 13:25:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100128,2024-03-04 15:31:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100134,2024-03-04 10:38:00,USER_PEER_CHARLIE,PC-CHA-01,http://google.com/page
HTTP-100135,2024-03-04 15:44:00,USER_PEER_CHARLIE,PC-CHA-01,http://stackoverflow.com/page
HTTP-100136,2024-03-04 12:24:00,USER_PEER_CHARLIE,PC-CHA-01,http://google.com/page
HTTP-100137,2024-03-04 11:57:00,USER_PEER_CHARLIE,PC-CHA-01,http://stackoverflow.com/page
HTTP-100138,2024-03-04 11:35:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100139,2024-03-04 11:52:00,USER_PEER_CHARLIE,PC-CHA-01,http://stackoverflow.com/page
HTTP-100140,2024-03-04 12:34:00,USER_PEER_CHARLIE,PC-CHA-01,http://internal-portal.corp/page
HTTP-100141,2024-03-04 12:43:00,USER_PEER_CHARLIE,PC-CHA-01,http://google.com/page
HTTP-100150,2024-03-04 13:37:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100151,2024-03-04 15:39:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100152,2024-03-04 13:56:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100153,2024-03-04 09:47:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100154,2024-03-04 10:56:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100155,2024-03-04 10:23:00,USER_PEER_DIANA,PC-DIA-01,http://github.com/page
HTTP-100156,2024-03-04 11:39:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100157,2024-03-04 09:38:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100158,2024-03-04 15:40:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100166,2024-03-04 13:21:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100167,2024-03-04 14:24:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100168,2024-03-04 13:13:00,USER_PEER_EDWARD,PC-EDW-01,http://wikipedia.org/page
HTTP-100169,2024-03-04 09:28:00,USER_PEER_EDWARD,PC-EDW-01,http://stackoverflow.com/page
HTTP-100170,2024-03-04 14:54:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100171,2024-03-04 12:28:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100172,2024-03-04 13:18:00,USER_PEER_EDWARD,PC-EDW-01,http://wikipedia.org/page
HTTP-100173,2024-03-04 10:44:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100182,2024-03-05 10:33:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100183,2024-03-05 12:30:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100184,2024-03-05 13:45:00,USER_BENIGN_ALICE,PC-ALI-01,http://docs.python.org/page
HTTP-100185,2024-03-05 10:17:00,USER_BENIGN_ALICE,PC-ALI-01,http://internal-portal.corp/page
HTTP-100186,2024-03-05 10:36:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100187,2024-03-05 13:52:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100188,2024-03-05 15:34:00,USER_BENIGN_ALICE,PC-ALI-01,http://internal-portal.corp/page
HTTP-100189,2024-03-05 13:27:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100190,2024-03-05 15:35:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100191,2024-03-05 12:17:00,USER_BENIGN_ALICE,PC-ALI-01,http://docs.python.org/page
HTTP-100192,2024-03-05 09:35:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100199,2024-03-05 09:44:00,USER_INSIDER_MALORY,PC-MAL-01,http://docs.python.org/page
HTTP-100200,2024-03-05 11:11:00,USER_INSIDER_MALORY,PC-MAL-01,http://google.com/page
HTTP-100201,2024-03-05 11:43:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100202,2024-03-05 12:19:00,USER_INSIDER_MALORY,PC-MAL-01,http://internal-portal.corp/page
HTTP-100203,2024-03-05 15:52:00,USER_INSIDER_MALORY,PC-MAL-01,http://docs.python.org/page
HTTP-100204,2024-03-05 13:56:00,USER_INSIDER_MALORY,PC-MAL-01,http://github.com/page
HTTP-100205,2024-03-05 11:48:00,USER_INSIDER_MALORY,PC-MAL-01,http://google.com/page
HTTP-100206,2024-03-05 15:26:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100207,2024-03-05 13:53:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100208,2024-03-05 11:35:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100209,2024-03-05 13:58:00,USER_INSIDER_MALORY,PC-MAL-01,http://docs.python.org/page
HTTP-100218,2024-03-05 13:27:00,USER_INSIDER_BOB,PC-BOB-01,http://google.com/page
HTTP-100219,2024-03-05 11:50:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100220,2024-03-05 15:13:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100221,2024-03-05 10:54:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100222,2024-03-05 14:54:00,USER_INSIDER_BOB,PC-BOB-01,http://google.com/page
HTTP-100223,2024-03-05 12:58:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100224,2024-03-05 14:12:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100225,2024-03-05 12:25:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100226,2024-03-05 13:50:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100227,2024-03-05 10:39:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100236,2024-03-05 11:51:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100237,2024-03-05 14:50:00,USER_PEER_CHARLIE,PC-CHA-01,http://wikipedia.org/page
HTTP-100238,2024-03-05 11:24:00,USER_PEER_CHARLIE,PC-CHA-01,http://wikipedia.org/page
HTTP-100239,2024-03-05 13:24:00,USER_PEER_CHARLIE,PC-CHA-01,http://google.com/page
HTTP-100240,2024-03-05 11:22:00,USER_PEER_CHARLIE,PC-CHA-01,http://stackoverflow.com/page
HTTP-100241,2024-03-05 10:21:00,USER_PEER_CHARLIE,PC-CHA-01,http://github.com/page
HTTP-100242,2024-03-05 13:50:00,USER_PEER_CHARLIE,PC-CHA-01,http://stackoverflow.com/page
HTTP-100250,2024-03-05 14:45:00,USER_PEER_DIANA,PC-DIA-01,http://google.com/page
HTTP-100251,2024-03-05 12:55:00,USER_PEER_DIANA,PC-DIA-01,http://google.com/page
HTTP-100252,2024-03-05 14:29:00,USER_PEER_DIANA,PC-DIA-01,http://stackoverflow.com/page
HTTP-100253,2024-03-05 13:33:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100254,2024-03-05 10:33:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100255,2024-03-05 13:43:00,USER_PEER_DIANA,PC-DIA-01,http://github.com/page
HTTP-100256,2024-03-05 13:28:00,USER_PEER_DIANA,PC-DIA-01,http://google.com/page
HTTP-100262,2024-03-05 09:55:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100263,2024-03-05 10:50:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100264,2024-03-05 10:24:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100265,2024-03-05 13:36:00,USER_PEER_EDWARD,PC-EDW-01,http://google.com/page
HTTP-100266,2024-03-05 09:38:00,USER_PEER_EDWARD,PC-EDW-01,http://google.com/page
HTTP-100267,2024-03-05 15:16:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100268,2024-03-05 14:10:00,USER_PEER_EDWARD,PC-EDW-01,http://stackoverflow.com/page
HTTP-100269,2024-03-05 15:36:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100270,2024-03-05 11:17:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100271,2024-03-05 11:20:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100272,2024-03-05 13:34:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100280,2024-03-06 10:52:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100281,2024-03-06 13:23:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100282,2024-03-06 12:33:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100283,2024-03-06 14:58:00,USER_BENIGN_ALICE,PC-ALI-01,http://github.com/page
HTTP-100284,2024-03-06 15:28:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100285,2024-03-06 09:11:00,USER_BENIGN_ALICE,PC-ALI-01,http://docs.python.org/page
HTTP-100286,2024-03-06 10:39:00,USER_BENIGN_ALICE,PC-ALI-01,http://github.com/page
HTTP-100287,2024-03-06 10:55:00,USER_BENIGN_ALICE,PC-ALI-01,http://internal-portal.corp/page
HTTP-100288,2024-03-06 10:42:00,USER_BENIGN_ALICE,PC-ALI-01,http://stackoverflow.com/page
HTTP-100296,2024-03-06 10:28:00,USER_INSIDER_MALORY,PC-MAL-01,http://internal-portal.corp/page
HTTP-100297,2024-03-06 10:19:00,USER_INSIDER_MALORY,PC-MAL-01,http://github.com/page
HTTP-100298,2024-03-06 10:52:00,USER_INSIDER_MALORY,PC-MAL-01,http://github.com/page
HTTP-100299,2024-03-06 10:52:00,USER_INSIDER_MALORY,PC-MAL-01,http://google.com/page
HTTP-100300,2024-03-06 10:20:00,USER_INSIDER_MALORY,PC-MAL-01,http://github.com/page
HTTP-100301,2024-03-06 14:13:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100302,2024-03-06 13:27:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100303,2024-03-06 12:29:00,USER_INSIDER_MALORY,PC-MAL-01,http://internal-portal.corp/page
HTTP-100304,2024-03-06 10:28:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100305,2024-03-06 12:13:00,USER_INSIDER_MALORY,PC-MAL-01,http://docs.python.org/page
HTTP-100306,2024-03-06 15:42:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100312,2024-03-06 14:42:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100313,2024-03-06 15:25:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100314,2024-03-06 10:17:00,USER_INSIDER_BOB,PC-BOB-01,http://stackoverflow.com/page
HTTP-100315,2024-03-06 13:33:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100316,2024-03-06 10:54:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100317,2024-03-06 15:19:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100318,2024-03-06 14:49:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100319,2024-03-06 09:21:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100320,2024-03-06 13:54:00,USER_INSIDER_BOB,PC-BOB-01,http://docs.python.org/page
HTTP-100321,2024-03-06 11:43:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100327,2024-03-06 10:36:00,USER_PEER_CHARLIE,PC-CHA-01,http://internal-portal.corp/page
HTTP-100328,2024-03-06 09:14:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100329,2024-03-06 11:33:00,USER_PEER_CHARLIE,PC-CHA-01,http://stackoverflow.com/page
HTTP-100330,2024-03-06 14:26:00,USER_PEER_CHARLIE,PC-CHA-01,http://wikipedia.org/page
HTTP-100331,2024-03-06 10:18:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100332,2024-03-06 13:14:00,USER_PEER_CHARLIE,PC-CHA-01,http://wikipedia.org/page
HTTP-100339,2024-03-06 13:50:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100340,2024-03-06 13:51:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100341,2024-03-06 15:31:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100342,2024-03-06 11:28:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100343,2024-03-06 12:13:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100344,2024-03-06 14:27:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100345,2024-03-06 13:56:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100346,2024-03-06 11:43:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100347,2024-03-06 14:11:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100348,2024-03-06 09:26:00,USER_PEER_DIANA,PC-DIA-01,http://google.com/page
HTTP-100355,2024-03-06 09:33:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100356,2024-03-06 12:10:00,USER_PEER_EDWARD,PC-EDW-01,http://stackoverflow.com/page
HTTP-100357,2024-03-06 14:29:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100358,2024-03-06 11:25:00,USER_PEER_EDWARD,PC-EDW-01,http://internal-portal.corp/page
HTTP-100359,2024-03-06 10:52:00,USER_PEER_EDWARD,PC-EDW-01,http://stackoverflow.com/page
HTTP-100360,2024-03-06 09:28:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100369,2024-03-07 11:26:00,USER_BENIGN_ALICE,PC-ALI-01,http://docs.python.org/page
HTTP-100370,2024-03-07 10:17:00,USER_BENIGN_ALICE,PC-ALI-01,http://wikipedia.org/page
HTTP-100371,2024-03-07 10:57:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100372,2024-03-07 12:35:00,USER_BENIGN_ALICE,PC-ALI-01,http://docs.python.org/page
HTTP-100373,2024-03-07 14:44:00,USER_BENIGN_ALICE,PC-ALI-01,http://google.com/page
HTTP-100374,2024-03-07 09:53:00,USER_BENIGN_ALICE,PC-ALI-01,http://github.com/page
HTTP-100381,2024-03-07 11:22:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100382,2024-03-07 15:48:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100383,2024-03-07 11:38:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100384,2024-03-07 11:14:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100385,2024-03-07 10:50:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100386,2024-03-07 10:29:00,USER_INSIDER_MALORY,PC-MAL-01,http://stackoverflow.com/page
HTTP-100387,2024-03-07 10:56:00,USER_INSIDER_MALORY,PC-MAL-01,http://internal-portal.corp/page
HTTP-100388,2024-03-07 11:37:00,USER_INSIDER_MALORY,PC-MAL-01,http://google.com/page
HTTP-100389,2024-03-07 10:24:00,USER_INSIDER_MALORY,PC-MAL-01,http://wikipedia.org/page
HTTP-100390,2024-03-07 10:23:00,USER_INSIDER_MALORY,PC-MAL-01,http://docs.python.org/page
HTTP-100396,2024-03-07 10:21:00,USER_INSIDER_BOB,PC-BOB-01,http://wikipedia.org/page
HTTP-100397,2024-03-07 12:16:00,USER_INSIDER_BOB,PC-BOB-01,http://github.com/page
HTTP-100398,2024-03-07 12:11:00,USER_INSIDER_BOB,PC-BOB-01,http://stackoverflow.com/page
HTTP-100399,2024-03-07 09:56:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100400,2024-03-07 14:15:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100401,2024-03-07 10:47:00,USER_INSIDER_BOB,PC-BOB-01,http://internal-portal.corp/page
HTTP-100409,2024-03-07 09:23:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100410,2024-03-07 10:10:00,USER_PEER_CHARLIE,PC-CHA-01,http://github.com/page
HTTP-100411,2024-03-07 15:28:00,USER_PEER_CHARLIE,PC-CHA-01,http://wikipedia.org/page
HTTP-100412,2024-03-07 14:15:00,USER_PEER_CHARLIE,PC-CHA-01,http://google.com/page
HTTP-100413,2024-03-07 10:46:00,USER_PEER_CHARLIE,PC-CHA-01,http://docs.python.org/page
HTTP-100414,2024-03-07 09:19:00,USER_PEER_CHARLIE,PC-CHA-01,http://wikipedia.org/page
HTTP-100422,2024-03-07 10:11:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100423,2024-03-07 11:38:00,USER_PEER_DIANA,PC-DIA-01,http://docs.python.org/page
HTTP-100424,2024-03-07 15:13:00,USER_PEER_DIANA,PC-DIA-01,http://stackoverflow.com/page
HTTP-100425,2024-03-07 12:40:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100426,2024-03-07 12:13:00,USER_PEER_DIANA,PC-DIA-01,http://google.com/page
HTTP-100427,2024-03-07 11:47:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100428,2024-03-07 14:12:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100429,2024-03-07 13:37:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100430,2024-03-07 13:10:00,USER_PEER_DIANA,PC-DIA-01,http://wikipedia.org/page
HTTP-100431,2024-03-07 14:35:00,USER_PEER_DIANA,PC-DIA-01,http://internal-portal.corp/page
HTTP-100432,2024-03-07 15:19:00,USER_PEER_DIANA,PC-DIA-01,http://google.com/page
HTTP-100441,2024-03-07 15:51:00,USER_PEER_EDWARD,PC-EDW-01,http://wikipedia.org/page
HTTP-100442,2024-03-07 15:30:00,USER_PEER_EDWARD,PC-EDW-01,http://stackoverflow.com/page
HTTP-100443,2024-03-07 13:47:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100444,2024-03-07 12:54:00,USER_PEER_EDWARD,PC-EDW-01,http://github.com/page
HTTP-100445,2024-03-07 13:24:00,USER_PEER_EDWARD,PC-EDW-01,http://docs.python.org/page
HTTP-100446,2024-03-07 14:18:00,USER_PEER_EDWARD,PC-EDW-01,http://wikipedia.org/page
