id,date,user,pc,filename,content
FIL-100056,2024-03-01 15:13:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100066,2024-03-01 10:58:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100067,2024-03-01 11:11:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100068,2024-03-01 12:34:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100069,2024-03-01 11:34:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100081,2024-03-01 09:48:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100082,2024-03-01 13:19:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100083,2024-03-01 09:10:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100084,2024-03-01 12:17:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100098,2024-03-04 10:30:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100099,2024-03-04 14:38:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100100,2024-03-04 13:26:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100111,2024-03-04 11:27:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100112,2024-03-04 12:47:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100113,2024-03-04 12:30:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100114,2024-03-04 15:53:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100115,2024-03-04 14:23:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100129,2024-03-04 10:57:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100130,2024-03-04 10:34:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100131,2024-03-04 10:29:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100142,2024-03-04 14:42:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100143,2024-03-04 11:17:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100144,2024-03-04 10:10:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100145,2024-03-04 14:24:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100146,2024-03-04 14:47:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100147,2024-03-04 10:57:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100159,2024-03-04 11:26:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100160,2024-03-04 09:50:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100161,2024-03-04 15:49:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100162,2024-03-04 12:27:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100163,2024-03-04 13:54:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100174,2024-03-04 15:16:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100175,2024-03-04 12:58:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100176,2024-03-04 12:39:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100177,2024-03-04 11:33:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100178,2024-03-04 13:25:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100179,2024-03-04 09:52:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100193,2024-03-05 11:10:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100194,2024-03-05 10:21:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100195,2024-03-05 09:47:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100196,2024-03-05 14:10:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100210,2024-03-05 09:10:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100211,2024-03-05 13:10:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100212,2024-03-05 13:40:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100213,2024-03-05 15:16:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100214,2024-03-05 09:28:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100215,2024-03-05 09:54:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100228,2024-03-05 13:21:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100229,2024-03-05 15:45:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100230,2024-03-05 11:42:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100231,2024-03-05 15:37:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100232,2024-03-05 13:51:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100233,2024-03-05 11:55:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100243,2024-03-05 14:16:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100244,2024-03-05 15:33:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100245,2024-03-05 12:25:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100246,2024-03-05 15:48:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100247,2024-03-05 11:24:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100257,2024-03-05 15:50:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100258,2024-03-05 12:29:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100259,2024-03-05 13:50:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100273,2024-03-05 09:48:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100274,2024-03-05 10:33:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100275,2024-03-05 15:48:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100276,2024-03-05 10:25:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100277,2024-03-05 10:10:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100289,2024-03-06 13:41:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100290,2024-03-06 13:40:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100291,2024-03-06 09:25:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100292,2024-03-06 09:40:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100293,2024-03-06 15:35:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100307,2024-03-06 12:12:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100308,2024-03-06 09:53:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100309,2024-03-06 12:48:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100322,2024-03-06 12:30:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100323,2024-03-06 10:30:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100324,2024-03-06 14:33:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100333,2024-03-06 11:34:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100334,2024-03-06 09:31:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100335,2024-03-06 15:48:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100336,2024-03-06 12:33:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100349,2024-03-06 11:11:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100350,2024-03-06 10:54:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100351,2024-03-06 15:47:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100352,2024-03-06 13:33:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100361,2024-03-06 12:22:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100362,2024-03-06 10:11:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100363,2024-03-06 10:46:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100364,2024-03-06 15:27:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100365,2024-03-06 14:54:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100366,2024-03-06 15:21:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100375,2024-03-07 09:25:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100376,2024-03-07 12:12:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100377,2024-03-07 10:12:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100378,2024-03-07 10:49:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100391,2024-03-07 12:54:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100392,2024-03-07 11:12:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100393,2024-03-07 09:49:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100402,2024-03-07 15:13:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100403,2024-03-07 09:27:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100404,2024-03-07 13:13:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100405,2024-03-07 10:13:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100406,2024-03-07 10:42:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100415,2024-03-07 11:48:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100416,2024-03-07 09:58:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100417,2024-03-07 09:26:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100418,2024-03-07 10:14:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100419,2024-03-07 11:23:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100433,2024-03-07 09:35:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100434,2024-03-07 15:16:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100435,2024-03-07 13:21:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100436,2024-03-07 15:32:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100437,2024-03-07 10:14:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100438,2024-03-07 14:36:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100447,2024-03-07 14:38:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100448,2024-03-07 15:24:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100449,2024-03-07 13:51:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100463,2024-03-08 11:13:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100464,2024-03-08 09:42:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100465,2024-03-08 13:56:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100466,2024-03-08 10:13:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100467,2024-03-08 12:16:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100476,2024-03-08 10:56:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100477,2024-03-08 11:15:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100478,2024-03-08 14:47:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100487,2024-03-08 14:21:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100488,2024-03-08 13:35:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100489,2024-03-08 09:42:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100490,2024-03-08 13:48:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100491,2024-03-08 11:46:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100500,2024-03-08 15:33:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100501,2024-03-08 12:16:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100502,2024-03-08 12:10:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100503,2024-03-08 11:16:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100504,2024-03-08 11:44:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100513,2024-03-08 13:17:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100514,2024-03-08 10:49:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100515,2024-03-08 15:26:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100525,2024-03-08 10:49:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100526,2024-03-08 15:24:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100527,2024-03-08 13:29:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100528,2024-03-08 14:44:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100529,2024-03-08 12:30:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100538,2024-03-11 10:47:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100539,2024-03-11 09:53:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100540,2024-03-11 10:43:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100541,2024-03-11 13:38:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100551,2024-03-11 11:15:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100552,2024-03-11 13:36:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100553,2024-03-11 15:41:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100564,2024-03-11 09:12:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100565,2024-03-11 13:38:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100566,2024-03-11 11:20:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100567,2024-03-11 14:18:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100576,2024-03-11 09:45:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100577,2024-03-11 09:28:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100578,2024-03-11 11:37:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100579,2024-03-11 09:23:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100580,2024-03-11 12:47:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100581,2024-03-11 15:58:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100591,2024-03-11 10:25:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100592,2024-03-11 09:30:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100593,2024-03-11 12:17:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100594,2024-03-11 09:19:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100595,2024-03-11 09:16:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100596,2024-03-11 10:19:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100606,2024-03-11 10:48:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100607,2024-03-11 09:40:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100608,2024-03-11 15:19:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100609,2024-03-11 13:51:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100610,2024-03-11 15:47:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100611,2024-03-11 11:47:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100622,2024-03-12 12:39:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
