user,date,day_index,is_baseline,after_hours_ratio,usb_connect_count,removable_file_copies,resource_cardinality,recon_variance
USER_PEER_CHARLIE,2024-03-05,2,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_CHARLIE,2024-03-06,3,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_CHARLIE,2024-03-07,4,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_CHARLIE,2024-03-08,5,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_CHARLIE,2024-03-11,6,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_CHARLIE,2024-03-12,7,True,0.0,0.0,0.0,6.0,1.0
USER_PEER_CHARLIE,2024-03-13,8,True,0.0,0.0,0.0,6.0,1.0
USER_PEER_CHARLIE,2024-03-14,9,True,0.0,0.0,0.0,3.0,1.0
USER_PEER_CHARLIE,2024-03-15,10,True,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-18,13,True,0.5,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-19,14,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-20,15,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-21,16,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-22,17,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-25,20,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-26,21,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-27,22,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-28,23,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_CHARLIE,2024-03-29,24,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-01,0,True,0.0,0.0,0.0,3.0,1.0
USER_PEER_DIANA,2024-03-04,1,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_DIANA,2024-03-05,2,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_DIANA,2024-03-06,3,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_DIANA,2024-03-07,4,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_DIANA,2024-03-08,5,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_DIANA,2024-03-11,6,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_DIANA,2024-03-12,7,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_DIANA,2024-03-13,8,True,0.0,0.0,0.0,3.0,1.0
USER_PEER_DIANA,2024-03-14,9,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_DIANA,2024-03-15,10,True,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-18,13,True,0.5,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-19,14,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-20,15,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-21,16,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-22,17,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-25,20,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-26,21,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-27,22,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-28,23,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_DIANA,2024-03-29,24,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-01,0,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_EDWARD,2024-03-04,1,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_EDWARD,2024-03-05,2,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_EDWARD,2024-03-06,3,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_EDWARD,2024-03-07,4,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_EDWARD,2024-03-08,5,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_EDWARD,2024-03-11,6,True,0.0,0.0,0.0,3.0,1.0
USER_PEER_EDWARD,2024-03-12,7,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_EDWARD,2024-03-13,8,True,0.0,0.0,0.0,5.0,1.0
USER_PEER_EDWARD,2024-03-14,9,True,0.0,0.0,0.0,4.0,1.0
USER_PEER_EDWARD,2024-03-15,10,True,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-18,13,True,0.5,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-19,14,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-20,15,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-21,16,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-22,17,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-25,20,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-26,21,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-27,22,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-28,23,False,0.0,0.0,0.0,0.0,0.0
USER_PEER_EDWARD,2024-03-29,24,False,0.0,0.0,0.0,0.0,0.0
